0  18271.1 0 0 4697.72
1 482.785 0.497573 0.191064 4697.72
2 211.03 0.56204 0.240648 4710.2
3 103.522 0.586577 0.276327 4715.98
4 54.4185 0.619727 0.321692 4718.39
5 30.865 0.647312 0.352241 4719.4
6 18.3184 0.654431 0.355404 4719.85
7 10.9206 0.650047 0.349077 4720.06
8 6.45221 0.647717 0.34795 4720.15
9 3.80598 0.650076 0.353103 4720.19
10 2.26161 0.656 0.362802 4720.2
11 1.36223 0.663247 0.372238 4720.21
12 0.831117 0.666458 0.374075 4720.21
13 0.508325 0.664161 0.370213 4720.21
14 0.309291 0.662754 0.370359 4720.21
15 0.188226 0.665847 0.375441 4720.21
16 0.115332 0.668157 0.376449 4720.21
17 0.0707625 0.66517 0.370613 4720.21
18 0.0430788 0.660724 0.365306 4720.21
19 0.0260371 0.659444 0.364764 4720.21
20 0.0157253 0.660305 0.365977 4720.21
21 0.00951316 0.660674 0.366126 4720.21
22 0.00575625 0.660392 0.365699 4720.21
23 0.00348098 0.660202 0.365586 4720.21
24 0.00210473 0.660506 0.36649 4720.21
25 0.00127417 0.661938 0.369085 4720.21
26 0.000774088 0.664033 0.371747 4720.21
27 0.00047197 0.664676 0.371655 4720.21
28 0.000287729 0.663378 0.369606 4720.21
29 0.000174926 0.662446 0.368984 4720.21
30 0.000106257 0.662982 0.369881 4720.21
31 6.46233e-05 0.663164 0.369423 4720.21
32 3.92781e-05 0.661861 0.367259 4720.21
33 2.38033e-05 0.660539 0.365858 4720.21
34 1.43977e-05 0.660458 0.366168 4720.21
35 8.71232e-06 0.661055 0.367054 4720.21
36 5.27836e-06 0.661593 0.367788 4720.21
37 3.20109e-06 0.66201 0.368323 4720.21
38 1.94273e-06 0.662221 0.368542 4720.21
39 1.17938e-06 0.662343 0.368875 4720.21
